{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.28, 'prop-target-estimate': 1.0, 'oracle': 0.28, 'classical': nan, 'supervised': nan, 'iter': 39, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 16, 'labeled': False, 'lipton': 0.16, 'prop-target-estimate': 0.8125000000000001, 'oracle': 0.16, 'classical': nan, 'supervised': nan, 'iter': 41, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.0625, 'prop-target-estimate': 0.76, 'oracle': 0.0625, 'classical': nan, 'supervised': nan, 'iter': 87, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 4, 'n_target': 50, 'labeled': False, 'lipton': 0.415, 'prop-target-estimate': 0.82, 'oracle': 0.415, 'classical': nan, 'supervised': nan, 'iter': 65, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0, 'supervised': 0.005, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 30, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.4475, 'prop-target-estimate': 0.84, 'oracle': 0.4475, 'classical': nan, 'supervised': nan, 'iter': 5, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 98, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.41, 'prop-target-estimate': 0.82, 'oracle': 0.41, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.085, 'prop-target-estimate': 0.8750000000000001, 'oracle': 0.085, 'classical': nan, 'supervised': nan, 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.005, 'supervised': 0.0275, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 94, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.2425, 'prop-target-estimate': 0.76, 'oracle': 0.2425, 'classical': nan, 'supervised': nan, 'iter': 89, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.3675, 'prop-target-estimate': 0.72, 'oracle': 0.3675, 'classical': nan, 'supervised': nan, 'iter': 64, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.3725, 'prop-target-estimate': 0.78125, 'oracle': 0.3725, 'classical': nan, 'supervised': nan, 'iter': 38, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0475, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 88, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.3725, 'prop-target-estimate': 0.76, 'oracle': 0.3725, 'classical': nan, 'supervised': nan, 'iter': 25, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.025, 'supervised': 0.0725, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 62, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.145, 'prop-target-estimate': 0.78, 'oracle': 0.145, 'classical': nan, 'supervised': nan, 'iter': 67, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.4875, 'prop-target-estimate': 0.7421875, 'oracle': 0.4875, 'classical': nan, 'supervised': nan, 'iter': 51, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.095, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 53, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.075, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 67, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.1, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 20, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.31, 'prop-target-estimate': 0.75, 'oracle': 0.31, 'classical': nan, 'supervised': nan, 'iter': 28, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.005, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 24, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0325, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 23, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.1275, 'supervised': 0.0375, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 37, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.215, 'prop-target-estimate': 0.68, 'oracle': 0.215, 'classical': nan, 'supervised': nan, 'iter': 78, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.2625, 'prop-target-estimate': 0.78, 'oracle': 0.2625, 'classical': nan, 'supervised': nan, 'iter': 41, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0029, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.05, 'prop-target-estimate': 0.68, 'oracle': 0.05, 'classical': nan, 'supervised': nan, 'iter': 93, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.0775, 'prop-target-estimate': 0.9, 'oracle': 0.0775, 'classical': nan, 'supervised': nan, 'iter': 81, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.1225, 'supervised': 0.02, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 69, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.01, 'supervised': 0.0125, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 30, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.205, 'prop-target-estimate': 0.7636718750000001, 'oracle': 0.205, 'classical': nan, 'supervised': nan, 'iter': 8, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.3075, 'prop-target-estimate': 0.75, 'oracle': 0.3075, 'classical': nan, 'supervised': nan, 'iter': 29, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.005, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 20, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0775, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 84, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0825, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 98, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.25, 'prop-target-estimate': 0.7000000000000001, 'oracle': 0.25, 'classical': nan, 'supervised': nan, 'iter': 62, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.0525, 'prop-target-estimate': 0.86, 'oracle': 0.0525, 'classical': nan, 'supervised': nan, 'iter': 13, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.2875, 'prop-target-estimate': 0.7890625, 'oracle': 0.2875, 'classical': nan, 'supervised': nan, 'iter': 39, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.23, 'prop-target-estimate': 0.64, 'oracle': 0.23, 'classical': nan, 'supervised': nan, 'iter': 72, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 50, 'n_target': 750, 'labeled': True, 'classical': 0.03, 'supervised': 0.0775, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 15, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0125, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 59, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0025, 'supervised': 0.0375, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 26, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.0125, 'supervised': 0.0325, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 14, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.13, 'prop-target-estimate': 0.734375, 'oracle': 0.13, 'classical': nan, 'supervised': nan, 'iter': 74, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.0675, 'supervised': 0.035, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 74, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 3150, 'labeled': True, 'classical': 0.0125, 'supervised': 0.015, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 7, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.1, 'prop-target-estimate': 0.75, 'oracle': 0.1, 'classical': nan, 'supervised': nan, 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.01, 'supervised': 0.02, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 22, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 76, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.0125, 'supervised': 0.025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 31, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.0375, 'prop-target-estimate': 0.7, 'oracle': 0.0375, 'classical': nan, 'supervised': nan, 'iter': 33, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 8, 'labeled': False, 'lipton': 0.335, 'prop-target-estimate': 0.875, 'oracle': 0.335, 'classical': nan, 'supervised': nan, 'iter': 56, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.1425, 'prop-target-estimate': 0.78, 'oracle': 0.1425, 'classical': nan, 'supervised': nan, 'iter': 73, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.3825, 'prop-target-estimate': 0.703125, 'oracle': 0.3825, 'classical': nan, 'supervised': nan, 'iter': 5, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 350, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0775, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 17, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 4, 'n_target': 50, 'labeled': False, 'lipton': 0.265, 'prop-target-estimate': 0.9, 'oracle': 0.265, 'classical': nan, 'supervised': nan, 'iter': 12, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 4, 'n_target': 50, 'labeled': False, 'lipton': 0.7175, 'prop-target-estimate': 0.74, 'oracle': 0.7175, 'classical': nan, 'supervised': nan, 'iter': 21, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0057, 'n_source': 50, 'n_target': 12750, 'labeled': True, 'classical': 0.0, 'supervised': 0.0075, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 9, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.0575, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 78, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.5, 'prop-target-estimate': 0.84375, 'oracle': 0.5, 'classical': nan, 'supervised': nan, 'iter': 4, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.2775, 'prop-target-estimate': 0.72, 'oracle': 0.2775, 'classical': nan, 'supervised': nan, 'iter': 67, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.305, 'prop-target-estimate': 0.72, 'oracle': 0.305, 'classical': nan, 'supervised': nan, 'iter': 93, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 12750, 'n_target': 50, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 150, 'n_target': 50, 'labeled': False, 'lipton': 0.0775, 'prop-target-estimate': 0.7400000000000001, 'oracle': 0.0775, 'classical': nan, 'supervised': nan, 'iter': 99, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 50, 'n_target': 1550, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0525, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 61, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 16, 'n_target': 50, 'labeled': False, 'lipton': 0.2375, 'prop-target-estimate': 0.82, 'oracle': 0.2375, 'classical': nan, 'supervised': nan, 'iter': 79, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.4525, 'prop-target-estimate': 0.74609375, 'oracle': 0.4525, 'classical': nan, 'supervised': nan, 'iter': 11, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 6350, 'labeled': True, 'classical': 0.005, 'supervised': 0.025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 51, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 8, 'n_target': 50, 'labeled': False, 'lipton': 0.6725, 'prop-target-estimate': 0.88, 'oracle': 0.6725, 'classical': nan, 'supervised': nan, 'iter': 10, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 3150, 'n_target': 50, 'labeled': True, 'classical': 0.1025, 'supervised': 0.01, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 11, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.085, 'supervised': 0.0, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 88, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.11, 'prop-target-estimate': 0.75, 'oracle': 0.11, 'classical': nan, 'supervised': nan, 'iter': 89, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.2925, 'prop-target-estimate': 0.734375, 'oracle': 0.2925, 'classical': nan, 'supervised': nan, 'iter': 92, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.165, 'prop-target-estimate': 0.744140625, 'oracle': 0.165, 'classical': nan, 'supervised': nan, 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.18, 'prop-target-estimate': 0.5, 'oracle': 0.18, 'classical': nan, 'supervised': nan, 'iter': 21, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 750, 'n_target': 50, 'labeled': True, 'classical': 0.08, 'supervised': 0.0375, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 85, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.3125, 'prop-target-estimate': 0.74, 'oracle': 0.3125, 'classical': nan, 'supervised': nan, 'iter': 17, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 50, 'n_target': 4, 'labeled': False, 'lipton': 0.095, 'prop-target-estimate': 0.75, 'oracle': 0.095, 'classical': nan, 'supervised': nan, 'iter': 15, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 6350, 'n_target': 50, 'labeled': True, 'classical': 0.0725, 'supervised': 0.0025, 'lipton': nan, 'oracle': nan, 'prop-target-estimate': nan, 'iter': 72, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.335, 'prop-target-estimate': 0.73046875, 'oracle': 0.335, 'classical': nan, 'supervised': nan, 'iter': 3, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.29, 'prop-target-estimate': 0.7968750000000001, 'oracle': 0.29, 'classical': nan, 'supervised': nan, 'iter': 9, 'setup': 'decreasing-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.3525, 'prop-target-estimate': 0.734375, 'oracle': 0.3525, 'classical': nan, 'supervised': nan, 'iter': 83, 'setup': 'decreasing-prop-source'}
